性別,年齡,BMI,拳擊,器材,有氧,舞蹈,高強度間歇,瑜伽,肌力訓練,燃脂,減脂瘦身,增加肌肉,增強體魄,舒緩壓力,推薦類型
0.0,27.0,-12.718452547806097,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,心肺
1.0,1518.0,22.900151240866013,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,47.0,-17.19706430158816,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,1642.0,26.89277121812557,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,肌耐力
0.0,2630.0,21.94518110580544,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,肌耐力
1.0,2304.0,17.3010380622837,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,34.0,-23.225114852445497,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,error
0.0,3313.0,0.0,1.0,1.0,0.0,-2.0,0.0,-4.0,1.0,1.0,1.0,0.0,-3.0,1.0,柔軟度
0.0,275.0,0.0,-5.0,-2.0,1.0,1.0,-2.0,-3.0,0.0,1.0,-5.0,-4.0,-3.0,1.0,心肺
0.0,3384.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,1.0,錯誤
1.0,1882.0,23.201775009958173,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,error
1.0,2758.0,0.0,0.0,-5.0,-4.0,1.0,0.0,0.0,1.0,-5.0,0.0,1.0,1.0,0.0,肌耐力
1.0,45.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,肌力
0.0,3727.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,心肺
1.0,1793.0,27.2680055401662,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,柔軟度
0.0,3854.0,21.455106389417832,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,心肺
1.0,45.0,-20.644028630509094,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
1.0,997.0,0.0,0.0,-4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,2855.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-2.0,-5.0,心肺
1.0,40.0,-22.628704566486178,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,柔軟度
0.0,36.0,-20.65879169522782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0000
1.0,47.0,-24.900074647767585,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
0.0,22.0,-15.580882169928387,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,心肺
0.0,40.0,-27.275319681730203,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,心肺
0.0,350.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,肌耐力
1.0,1668.0,0.0,0.0,1.0,1.0,1.0,-2.0,1.0,1.0,1.0,0.0,-5.0,1.0,1.0,肌耐力
0.0,31.0,26.2335558041742,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,心肺
0.0,54.0,22.065835613620443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,柔軟度
0.0,36.0,-20.8116545265349,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,柔軟度
0.0,38.0,-14.260204703628665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,肌耐力
0.0,2931.0,21.20040476440316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,肌耐力
0.0,33.0,22.115425049908644,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,error
1.0,38.0,27.2680055401662,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,心肺
1.0,45.0,-19.61604434960564,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,肌耐力
0.0,24.0,14.13696859322326,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
1.0,47.0,-23.201272004842423,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
0.0,3146.0,17.343054551676815,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,肌力
1.0,969.0,16.174699817727188,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,肌耐力
1.0,23.0,-23.454971139681216,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,肌力
0.0,26.0,-23.86404092858781,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,心肺
0.0,3469.0,0.0,1.0,0.0,-4.0,1.0,-4.0,1.0,-3.0,-2.0,0.0,0.0,0.0,1.0,肌力
1.0,46.0,-30.62036090970233,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
0.0,3431.0,17.578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,柔軟度
1.0,29.0,-21.72626530645429,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,肌耐力
1.0,38.0,-12.689987817104356,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
1.0,43.0,-21.262841737932888,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
0.0,44.0,21.2680774162622,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,1396.0,21.201869799821647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,柔軟度
1.0,48.0,-24.39761448941595,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,33.0,-24.32378700994597,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,柔軟度
1.0,1558.0,22.728464926433762,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,錯誤
1.0,3084.0,18.88813412149491,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,error
0.0,55.0,-26.33557127557241,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,肌耐力
0.0,2043.0,0.0,0.0,1.0,0.0,0.0,-5.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,心肺
1.0,24.0,16.026455931510466,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,肌力
1.0,794.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,1320.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,心肺
1.0,16.0,-15.387845876648171,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,2880.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,error
0.0,3099.0,0.0,0.0,1.0,-5.0,0.0,1.0,0.0,1.0,1.0,-2.0,-5.0,0.0,-4.0,0000
0.0,1402.0,0.0,0.0,1.0,1.0,-2.0,0.0,1.0,0.0,1.0,0.0,-3.0,1.0,1.0,心肺
0.0,2343.0,22.675736961451307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,肌力
0.0,2341.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0000
0.0,42.0,-20.97900890448189,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,心肺
1.0,25.0,-29.95451701856106,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,50.0,23.64560656155875,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,2651.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.0,心肺
0.0,31.0,16.533899508306227,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,柔軟度
1.0,1653.0,0.0,1.0,1.0,1.0,-5.0,-4.0,1.0,-4.0,-4.0,-2.0,-3.0,1.0,-2.0,柔軟度
0.0,29.0,19.8791026005112,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,柔軟度
1.0,3603.0,19.8791026005112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,柔軟度
0.0,975.0,21.467250699186675,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,肌耐力
0.0,36.0,-25.105204230890827,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
1.0,2174.0,22.985839102863242,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,2438.0,19.0311418685121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,柔軟度
0.0,2273.0,17.56242748708799,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,肌力
0.0,1289.0,0.0,0.0,-4.0,-2.0,1.0,-2.0,0.0,-4.0,0.0,1.0,-5.0,0.0,1.0,error
1.0,45.0,-21.445149390342255,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,柔軟度
1.0,25.0,-15.660670540592198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,柔軟度
1.0,46.0,-15.912141660945798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,錯誤
0.0,1130.0,25.711095623442546,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,error
0.0,42.0,18.41901997823016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,肌力
0.0,3012.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,-4.0,-4.0,0.0,0.0,1.0,0.0,肌力
0.0,64.0,20.91026402014246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,心肺
1.0,333.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,錯誤
1.0,1421.0,0.0,0.0,1.0,-2.0,1.0,1.0,-5.0,1.0,1.0,-4.0,1.0,1.0,1.0,肌耐力
0.0,27.0,23.8751147842057,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,無此類別
0.0,30.0,-14.987118867127707,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,錯誤
1.0,1685.0,0.0,0.0,1.0,1.0,-3.0,-4.0,0.0,-5.0,1.0,0.0,1.0,1.0,1.0,錯誤
1.0,3569.0,0.0,1.0,-5.0,-4.0,-4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0000
1.0,2218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,0.0,0.0,0000
0.0,2869.0,27.38040648018232,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0000
0.0,52.0,-24.574617381628485,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
0.0,1758.0,0.0,-5.0,1.0,-5.0,1.0,1.0,1.0,1.0,-3.0,-3.0,0.0,0.0,1.0,柔軟度
1.0,48.0,-26.47412527817513,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,3740.0,18.253109789075197,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,肌耐力
0.0,1339.0,22.194804732351194,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,肌力
0.0,3926.0,0.0,1.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.0,1.0,-5.0,柔軟度
1.0,2810.0,0.0,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0000
1.0,1377.0,0.0,0.0,-2.0,-4.0,1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,0.0,1.0,心肺
1.0,46.0,24.14070888319256,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,心肺
1.0,3679.0,0.0,0.0,1.0,-2.0,1.0,-4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,3429.0,0.0,-5.0,1.0,0.0,1.0,-5.0,0.0,-3.0,1.0,0.0,-3.0,1.0,0.0,心肺
1.0,1465.0,22.75252731466167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,肌力
0.0,44.0,-18.84810100005153,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,心肺
1.0,3250.0,0.0,0.0,1.0,1.0,1.0,-5.0,1.0,1.0,1.0,0.0,1.0,1.0,-3.0,肌耐力
0.0,26.0,-27.14158584529356,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,肌耐力
0.0,3835.0,29.26147402988319,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,1848.0,16.358024691358,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,錯誤
1.0,2983.0,23.96827794218855,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,2157.0,0.0,1.0,1.0,1.0,0.0,-2.0,-5.0,1.0,1.0,1.0,0.0,1.0,1.0,肌耐力
1.0,1976.0,22.76036990383134,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,錯誤
0.0,44.0,21.23489207590523,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,柔軟度
0.0,3160.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,柔軟度
0.0,32.0,-20.02955660531561,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,柔軟度
1.0,3391.0,0.0,1.0,0.0,-4.0,1.0,0.0,-3.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,35.0,-21.042374675387297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,心肺
1.0,543.0,0.0,0.0,1.0,-2.0,1.0,-3.0,0.0,0.0,1.0,0.0,-2.0,-4.0,1.0,心肺
0.0,30.0,21.44420210735627,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,心肺
1.0,2938.0,0.0,1.0,1.0,-4.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,1.0,-2.0,柔軟度
1.0,3824.0,23.8751147842057,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,肌力
1.0,3833.0,16.358024691358,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,柔軟度
1.0,48.0,23.102862505410148,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌力
1.0,3076.0,22.4913494809689,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,肌耐力
1.0,32.0,22.256337406600586,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,柔軟度
0.0,1392.0,0.0,0.0,0.0,1.0,-3.0,0.0,-2.0,1.0,0.0,-2.0,0.0,0.0,1.0,肌力
0.0,1539.0,18.8189243102864,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,error
1.0,448.0,0.0,-4.0,-5.0,-5.0,-4.0,1.0,1.0,0.0,-3.0,1.0,-3.0,-5.0,1.0,柔軟度
0.0,44.0,21.27925119262158,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,柔軟度
0.0,35.0,-24.850145244568466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,肌力
0.0,1458.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-3.0,0.0,-3.0,1.0,-5.0,1.0,心肺
0.0,883.0,20.69127382917291,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,柔軟度
0.0,3977.0,18.8189243102864,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
0.0,462.0,0.0,0.0,0.0,0.0,-4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,錯誤
0.0,38.0,-20.288548183251727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,肌力
1.0,48.0,-23.54812327846609,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,柔軟度
1.0,2890.0,23.446928308272014,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,1679.0,0.0,-2.0,0.0,-3.0,-3.0,0.0,0.0,0.0,1.0,-3.0,1.0,0.0,1.0,柔軟度
1.0,46.0,22.4913494809689,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,肌力
0.0,1761.0,23.7332384003797,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,心肺
1.0,3788.0,0.0,-2.0,1.0,1.0,-3.0,1.0,0.0,-5.0,1.0,0.0,-2.0,1.0,-4.0,0000
0.0,1172.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0,柔軟度
1.0,46.0,-26.27906175857573,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
1.0,46.0,-19.514091680098886,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,45.0,-22.3043156239848,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,肌力
1.0,45.0,-20.849564393608954,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,柔軟度
1.0,22.0,19.17592473114896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,柔軟度
1.0,1310.0,19.8791026005112,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,肌力
1.0,2572.0,0.0,-3.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,1.0,心肺
0.0,2042.0,14.172021142934776,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,柔軟度
0.0,1154.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-2.0,0.0,1.0,-5.0,-5.0,肌力
0.0,2525.0,18.69963157564384,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,肌力
1.0,1920.0,16.756647198206053,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,柔軟度
1.0,2095.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.0,0.0,1.0,1.0,1.0,error
1.0,1823.0,17.578125,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,2827.0,17.578125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,肌耐力
1.0,46.0,-22.824722082252322,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
0.0,678.0,18.8189243102864,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,肌力
0.0,2533.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-4.0,0.0,1.0,1.0,1.0,肌力
1.0,1174.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-2.0,肌耐力
1.0,1740.0,0.0,0.0,1.0,1.0,1.0,1.0,-3.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,274.0,0.0,0.0,1.0,1.0,-4.0,1.0,-3.0,1.0,1.0,-5.0,1.0,1.0,1.0,肌耐力
1.0,47.0,-19.006206508292294,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,3945.0,0.0,-3.0,1.0,0.0,1.0,0.0,0.0,1.0,-5.0,0.0,0.0,1.0,1.0,柔軟度
1.0,42.0,-20.65187313113648,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,48.0,-24.98610261011044,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,758.0,0.0,-5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,肌力
0.0,3562.0,17.23618197319731,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,柔軟度
1.0,507.0,18.551323799145177,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,柔軟度
0.0,27.0,-21.6515758495001,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0000
1.0,1200.0,22.4913494809689,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,錯誤
0.0,2090.0,24.43661753862469,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,柔軟度
1.0,35.0,-20.15115691110848,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,error
0.0,2005.0,0.0,0.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,心肺
1.0,35.0,18.8189243102864,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,柔軟度
0.0,1851.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,1.0,-3.0,1.0,1.0,0.0,心肺
1.0,2723.0,22.4913494809689,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,肌耐力
0.0,2879.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,1.0,1.0,-4.0,-3.0,1.0,柔軟度
1.0,38.0,-13.329368044666145,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0000
0.0,1879.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,1.0,1.0,-2.0,0.0,1.0,-2.0,肌力
1.0,1058.0,0.0,-2.0,-4.0,1.0,-4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,心肺
0.0,31.0,-18.282464750712414,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,肌耐力
0.0,52.0,-21.496865592828282,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,error
1.0,2845.0,23.57752860236742,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,柔軟度
0.0,22.0,-16.906819826231715,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,錯誤
0.0,2628.0,14.399321356388205,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,2010.0,0.0,1.0,0.0,-5.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,1.0,柔軟度
0.0,36.0,19.8791026005112,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,肌耐力
0.0,1733.0,0.0,0.0,1.0,-5.0,0.0,1.0,1.0,-4.0,1.0,0.0,1.0,-5.0,0.0,心肺
1.0,47.0,22.4913494809689,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌力
1.0,3467.0,24.72399976085977,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,肌力
0.0,383.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,error
1.0,3329.0,0.0,-2.0,0.0,0.0,-4.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,柔軟度
0.0,36.0,-24.99054455802484,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,肌力
1.0,45.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,錯誤
1.0,1188.0,0.0,1.0,1.0,-2.0,-5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,852.0,22.476615917175952,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,錯誤
1.0,3598.0,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,肌力
1.0,47.0,-20.26695562060389,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,1206.0,0.0,0.0,-5.0,0.0,-2.0,1.0,0.0,-2.0,-3.0,0.0,-2.0,1.0,-5.0,心肺
1.0,38.0,-14.971698173999314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
